,store,sido,gungu,store_address
339,경기화성시향남1지구점,경기,화성시,경기도화성시향남읍행정서로2길14-18
340,경기화성시향남2지구점,경기,화성시,경기도화성시향남읍한절이2길14
341,경남거제시거제면점,경남,거제시,경남거제시거제면읍내로45
342,경남거제시상동점,경남,거제시,경남거제시거제중앙로1807
343,경남거제시아주점,경남,거제시,경남거제시용소1길94
344,경남거제시옥포점,경남,거제시,경남거제시옥포대첩로7길31
345,경남거제시장승포점,경남,거제시,경남거제시장승포로16
346,경남거제시장평점,경남,거제시,경남거제시장평2로2길10
347,경남거제시중곡점,경남,거제시,경남거제시중곡로47
348,경남거제시지세포점,경남,거제시,경남거제시일운면거제대로2491103호
349,경남거창군거창1점,경남,거창군,경남거창군거창읍아림로47-1
350,경남고성군고성점,경남,고성군,경남고성군고성읍성내로27
351,경남김해시동상점,경남,김해시,경남김해시호계로510
352,경남김해시삼계점,경남,김해시,경남김해시가야로157번길17-18
353,경남김해시삼방점,경남,김해시,경남김해시삼안로158
354,경남김해시외동점,경남,김해시,경남김해시함박로51
355,경남김해시율하1점,경남,김해시,경남김해시율하1로12
356,경남김해시장유1호점,경남,김해시,경남김해시능동로7번길15
357,경남김해시진례점,경남,김해시,경남김해시진례면송현로57
358,경남김해시진영점,경남,김해시,경남김해시진영읍장등로19번길67101호
359,경남김해시팔판점,경남,김해시,경남김해시팔판로32
360,경남김해시한림점,경남,김해시,경남김해시한림면한림로422번길4-2
361,경남남해군남해점,경남,남해군,경남남해군남해읍화전로78번가길23
362,경남남해군상주점,경남,남해군,경남남해군상주면남해대로697
363,경남마산시해운점,경남,창원시,경남창원시마산합포구월영동11길42
364,경남마산시호계점,경남,창원시,경남창원시마산회원구내서읍호원로190
365,경남밀양시내일점,경남,밀양시,경남밀양시약산로33
366,경남밀양시삼문점,경남,밀양시,경남밀양시미리벌중앙로85
367,경남사천시사천점[B],경남,사천시,경남사천시정동면진삼로1324
368,경남사천시삼천포점,경남,사천시,경남사천시벌리로17
369,경남산청군덕산점,경남,산청군,경남산청군시천면남명로203-3
370,경남양산시남부점,경남,양산시,경남양산시양주로42
371,경남양산시덕계1호점,경남,양산시,경남양산시평산남4길8
372,경남양산시범어점,경남,양산시,경남양산시물금읍화합길26
373,경남양산시북정점,경남,양산시,경남양산시북정중앙로14
374,경남양산시서창점,경남,양산시,경남양산시삼호동부7길10
375,경남양산시석산점,경남,양산시,경남양산시동면금오7길6
376,경남양산시어곡점,경남,양산시,경남양산시어실로155
377,경남양산시증산1호점,경남,양산시,경남양산시물금읍백호2길17-10
378,경남의령군의령점,경남,의령군,경남의령군의령읍의병로20길25-3
379,경남진주시가호점,경남,진주시,경남진주시진주대로542번길7
380,경남진주시금산점,경남,진주시,경남진주시금산면금산로52번길4
381,경남진주시도동점,경남,진주시,경남진주시대신로363
382,경남진주시망경점,경남,진주시,경남진주시진주대로953번길10
383,경남진주시문산혁신점,경남,진주시,경남진주시문산읍소문길21
384,경남진주시상대점,경남,진주시,경남진주시돗골로117번길4
385,경남진주시신안점,경남,진주시,경남진주시진양호로311-1
386,경남진주시중앙상봉점,경남,진주시,경남진주시진주성로87
387,경남진주시판문점,경남,진주시,경남진주시새평거로75상가-104호
388,경남진해시석동점,경남,창원시,경남창원시진해구진해대로801번길14
389,경남창녕군남지점,경남,창녕군,경남창녕군남지읍남지중앙2길69103-1호
390,경남창원시가음점,경남,창원시,경남창원시성산구가양로48-1
391,경남창원시감계점,경남,창원시,경남창원시의창구북면감계로297휴먼빌아파
392,경남창원시내서삼계점,경남,창원시,경남창원시마산회원구내서읍삼계숲길27
393,경남창원시대방점,경남,창원시,경남창원시성산구대암로1161층
394,경남창원시도계점,경남,창원시,경남창원시의창구원이대로69번길301층
395,경남창원시동읍점,경남,창원시,경남창원시의창구동읍의창대로868-1
396,경남창원시명곡점,경남,창원시,경남창원시의창구명지로84번길9
397,경남창원시반송1호점,경남,창원시,경남창원시의창구용지로153번길10
398,경남창원시반지점,경남,창원시,경남창원시성산구반송로22
399,경남창원시봉곡점,경남,창원시,경남창원시의창구봉곡로56
