,store,sido,gungu,store_address
462,경북안동시안동점,경북,안동시,경북안동시서동문로86
463,경북안동시옥동송현점,경북,안동시,경북안동시광명로126
464,경북안동시용상점,경북,안동시,경북안동시경동로889
465,경북영덕군영덕점,경북,영덕군,경북영덕군영덕읍군청길133
466,경북영덕군영해점,경북,영덕군,경북영덕군영해면예주시장길16-1
467,경북영주시영주2점,경북,영주시,경북영주시구성로389로얄상가111호
468,경북영주시풍기점,경북,영주시,경북영주시풍기읍동성로68
469,경북영주시휴천점,경북,영주시,경북영주시대학로36
470,경북영천시야사점,경북,영천시,경북영천시망정로60
471,경북예천시예천점,경북,예천군,경북예천군예천읍중앙로24-1
472,경북울진군백암점,경북,울진군,경북울진군온정면소태로9-29
473,경북울진군북면점,경북,울진군,경북울진군북면울진북로2120
474,경북울진군울진점,경북,울진군,경북울진군울진읍울진중앙로56
475,경북울진군죽변점,경북,울진군,경북울진군죽변면죽변북로60
476,경북울진군후포점,경북,울진군,경북울진군후포면삼율6길16-14
477,경북의성군의성점,경북,의성군,경상북도의성군의성읍동서1길72
478,경북청도군청도점,경북,청도군,경북청도군청도읍청화로150-1
479,경북칠곡군오태북삼점,경북,칠곡군,경북칠곡군북삼읍금오대로10길19
480,경북칠곡군왜관점,경북,칠곡군,경북칠곡군왜관읍중앙로3길2-1
481,경북칠곡군중리점,경북,칠곡군,경북칠곡군석적읍북중리11길14
482,경북포항시남부점,경북,포항시,경북포항시남구상도로56
483,경북포항시달전점,경북,포항시,경북포항시북구흥해읍도음로877번길9
484,경북포항시대이점,경북,포항시,경북포항시남구대이로112-3
485,경북포항시두호점,경북,포항시,경북포항시북구삼호로245번길10
486,경북포항시송도점,경북,포항시,경북포항시남구송림로8
487,경북포항시양덕점,경북,포항시,경북포항시북구양덕로23
488,경북포항시연일점,경북,포항시,경북포항시남구연일읍철강로41번길52-6
489,경북포항시오천점,경북,포항시,경북포항시남구오천읍남원로53
490,경북포항시용흥점,경북,포항시,경북포항시북구새마을로92
491,경북포항시우현점,경북,포항시,경북포항시북구선착로3-1
492,경북포항시장성점,경북,포항시,경북포항시북구법원로8번길16
493,경북포항시죽도점,경북,포항시,경북포항시북구중흥로255번길13
494,경북포항시청하점,경북,포항시,경북포항시북구청하면청하로217번길2
495,경북포항시해도점[B],경북,남구,경북포항시남구해동로55-1
496,경북포항시효곡점,경북,포항시,경북포항시남구효자동길10번길19
497,경북포항시흥해점,경북,포항시,경북포항시북구흥해읍흥해로26
498,광주광산구산정점,광주,광산구,광주광산구하남대로54번안길59
499,광주광산구선운점,광주,광산구,광주광산구선운중앙로43
