,store,sido,gungu,store_address
583,대전동구가오점,대전,동구,대전광역시동구은어송로116
584,대전동구용운판암점,대전,동구,대전동구동부로73번길135
585,대전동구우송대점,대전,동구,대전광역시동구동대전로213
586,대전동구한남대막시무스점,대전,동구,대전광역시동구옛신탄진로93번길27
587,대전서구가장내동점,대전,서구,대전광역시서구도산로253번길33
588,대전서구갈마점,대전,서구,대전광역시서구계룡로500번길86
589,대전서구도마점,대전,서구,대전광역시서구사마1길28
590,대전서구도안신도시점,대전,서구,대전광역시서구도안북로118번길81
591,대전서구둔산점,대전,서구,대전광역시서구둔산남로165번길16
592,대전서구만년점,대전,서구,대전광역시서구만년남로11번길42
593,대전서구월평점,대전,서구,대전광역시서구월평중로24번길30
594,대전서구탄방점,대전,서구,대전광역시서구문정로2번길51
595,대전서구행복점,대전,서구,대전서구정림서로162-18
596,대전유성구궁동어은점[B],대전,유성구,대전유성구농대로8
597,대전유성구노은점,대전,유성구,대전광역시유성구반석로12번길25
598,대전유성구봉명구암점,대전,유성구,대전광역시유성구대학로34
599,대전유성구송강봉산점,대전,유성구,대전광역시유성구봉산로32
